term,category,color
and follow physical features like roads and rivers. This choice was practical due to the absence of sociodemographic variables in the analysis. Although smaller units like street blocks are theoretically ideal,other,lightcoral
No computational constraints mentioned. The paper discusses the choice of spatial unit in terms of urbanization and geographic coverage but does not explicitly mention computational limitations or constraints.,other,lightcoral
The authors suggest that future studies could consider expanding the spatial unit of analysis to include areas beyond city boundaries to capture burglaries committed by residents outside the city. Additionally,other,lightcoral
"Difficulty in accessing official police data in China.
- Exclusion of robberies due to robbers living outside the study area or having unknown residences.
- Study only includes data from arrested robbers",other,lightcoral
A six-digit postal code area was considered as an alternative unit of analysis. This unit is roughly the size of a football field and contains 18 residential properties and 40 residents on average. However,other,lightcoral
"Pseudo R-squared for Model 1: 0.264
- Pseudo R-squared for Model 2: 0.285
- Pseudo R-squared for Model 3: 0.283
- Pseudo R-squared for Model 4: 0.289
- Significance level with 95% confidence intervals",statistical,plum
"1. Percentage of home ownership
2. Average real estate values
3. Ethnic heterogeneity
4. Residential mobility
5. Proximity to homes of burglars (SWEBER)
6. Proximity to the central business district",statistical,plum
"which was deemed computationally unfeasible.
- Software limitations: The need to balance computational resources with the complexity of the analysis led to prioritizing temporal over spatial complexity.",other,lightcoral
the researchers aggregated data from smaller administrative or statistical spatial units to create larger spatial units for analysis. The original smaller administrative unit is not explicitly mentioned,methods,lightgreen
"Residential burglary: 95% CI: 1.05-1.06
- Non-residential burglary: 95% CI: 1.10-1.11
- Commercial robbery: 95% CI: 1.10-1.12
- Personal robbery: 95% CI: 1.10-1.11
- Sex offenses: 95% CI: 1.07-1.09",statistical,plum
which makes them suitable for studying familiarity and movement. They also reference common practice in crime location choice studies and acknowledge the practical considerations of using smaller units,other,lightcoral
"Data availability: Communities with less than 50% coverage of Street View Images (SVIs) were excluded.
- Administrative boundary constraints: The study used communities as the spatial unit of analysis",other,lightcoral
"such as requiring all offenders to be familiar with an area.
- Collect data closer to the source through interviews with offenders and their co-offenders.
- Study larger areas to generalize findings.",other,lightcoral
"1. Presence of retail and entertainment businesses
2. Accessibility of the location
3. General activity level
4. Number of people who can interfere
5. Level of territoriality
6. Physical disorder",statistical,plum
influenced by their social homogeneity and manageable population size. The use of LSOAs and Middle Layer Super Output Areas (MSOAs) was also constrained by their design to optimize social homogeneity.,other,lightcoral
"Environmental Protection Agency (EPA) for street connectivity measures
- Baltimore City Police Department for arrest information (2013-16)
- Baltimore City Open Data Portal for activity nodes (bars",crime_related,orange
"leading off the street segment
17. Presence of a business in the immediate surrounding area open during daylight hours
18. Mixed land-use in the immediate surrounding area
19. House type (terraced",statistical,plum
ensuring that the model could converge without problematic multicollinearity. This was necessary because including all possible SA2s would have exceeded the capacity of available computing equipment.,other,lightcoral
"The study used four-digit postal code areas as the spatial unit of analysis due to their familiarity to residents and visitors.
- The size of these postal codes is inversely related to urbanization",other,lightcoral
and they explicitly reference MAUP as a problem where analytical results depend on how space is partitioned. They also discuss spatial autocorrelation and the interdependence of spatial alternatives,other,lightcoral
